srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
10.0.99.3,62200,10.100.0.10,22,tcp,RST,0.001,60,0,64,0,1,0,ssh,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000528.0,1700000528.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
10.0.99.3,62200,10.100.0.10,80,tcp,RST,0.001,60,0,64,0,1,0,http,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000528.4,1700000528.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
10.0.99.3,62200,10.100.0.10,443,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000528.8,1700000528.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
10.0.99.3,62200,10.100.0.10,3389,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000529.2,1700000529.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
10.0.99.3,62200,10.100.0.10,8080,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000529.6,1700000529.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000800.0,1700000800.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000800.25,1700000800.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000800.5,1700000801.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000800.75,1700000801.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000801.0,1700000801.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000801.25,1700000801.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000801.5,1700000802.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000801.75,1700000802.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000802.0,1700000802.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000802.25,1700000802.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000802.5,1700000803.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000802.75,1700000803.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000803.0,1700000803.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000803.25,1700000803.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000803.5,1700000804.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000803.75,1700000804.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000804.0,1700000804.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000804.25,1700000804.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000804.5,1700000805.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000804.75,1700000805.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000805.0,1700000805.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000805.25,1700000805.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000805.5,1700000806.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000805.75,1700000806.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000806.0,1700000806.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000806.25,1700000806.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000806.5,1700000807.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000806.75,1700000807.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000807.0,1700000807.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000807.25,1700000807.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000807.5,1700000808.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000807.75,1700000808.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000808.0,1700000808.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000808.25,1700000808.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000808.5,1700000809.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000808.75,1700000809.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000809.0,1700000809.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000809.25,1700000809.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000809.5,1700000810.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000809.75,1700000810.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000810.0,1700000810.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000810.25,1700000810.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000810.5,1700000811.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000810.75,1700000811.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000811.0,1700000811.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000811.25,1700000811.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000811.5,1700000812.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000811.75,1700000812.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000812.0,1700000812.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000812.25,1700000812.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000812.5,1700000813.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000812.75,1700000813.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000813.0,1700000813.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000813.25,1700000813.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000813.5,1700000814.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000813.75,1700000814.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000814.0,1700000814.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000814.25,1700000814.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000814.5,1700000815.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000814.75,1700000815.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000815.0,1700000815.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000815.25,1700000815.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000815.5,1700000816.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000815.75,1700000816.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000816.0,1700000816.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000816.25,1700000816.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000816.5,1700000817.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000816.75,1700000817.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000817.0,1700000817.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000817.25,1700000817.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000817.5,1700000818.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000817.75,1700000818.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000818.0,1700000818.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000818.25,1700000818.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000818.5,1700000819.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000818.75,1700000819.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000819.0,1700000819.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000819.25,1700000819.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000819.5,1700000820.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000819.75,1700000820.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000820.0,1700000820.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000820.25,1700000820.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000820.5,1700000821.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000820.75,1700000821.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000821.0,1700000821.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000821.25,1700000821.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000821.5,1700000822.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000821.75,1700000822.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000822.0,1700000822.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000822.25,1700000822.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000822.5,1700000823.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000822.75,1700000823.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000823.0,1700000823.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000823.25,1700000823.75,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000823.5,1700000824.0,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000823.75,1700000824.25,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
172.31.200.5,53000,45.33.32.156,4444,tcp,CON,0.5,512,0,64,0,0,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000824.0,1700000824.5,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
